Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,TIDAL Popularity,Explicit Track,,
QLONA,MAï¿½ï¿½ANA SERï¿½ï¿½ BONITO (BICHOTA,KAROL G,8/10/23,USUG12305257,160,120.7,"850,810,162","56,104","79,334,561",82,"258,553,384","1,174,349","1,167,300","58,820,722","717,259,721","590,681,204",72,"39,951",4,57,"7,146,260",83,"32,210,732","12,492",,"1,537,093",,1,,
Leave The Door Open,Leave The Door Open,Bruno Mars,3/5/21,USAT22100906,161,120.1,"1,312,168,384","248,793","50,068,571",75,"993,324,548","9,537,455","1,503,567","369,280,607","3,350,704,343","2,421,128,623",308,"557,867",309,120,"1,553,392",103,"149,304,590","91,366",,"10,288,388",,0,,
bad guy,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Billie Eilish,3/29/19,USUM71900764,164,117.7,"2,516,804,300","296,739","113,315,017",76,"1,779,243,626","26,239,833","3,774,645","177,247,662","1,409,756,969","2,066,888,119",432,"353,076","1,024",258,"3,123,258",174,"229,833,113","534,958",,"18,994,040",,0,,
Eyes Closed,Eyes Closed (Piano Version),Ed Sheeran,3/23/23,GBAHS2201304,168,116.6,"372,423,476","44,730","21,933,393",71,"131,308,671","1,074,684","1,102,985","38,959,591","830,123,390","961,201,576",132,"644,972",287,32,"1,018,314",68,"40,613,139","6,969",,"2,886,987",,0,,
Circles,Circles,Post Malone,8/30/19,USUM71915699,170,116,"2,481,391,466","332,437","124,491,320",80,"1,116,323,669","8,490,012","83,111","26,892,604","273,522,601","841,624,305",355,"1,015,731",413,311,"1,603,280",69,"448,494,186","212,174",,"13,634,519",,0,,
EL AMOR DE SU VIDA,EL AMOR DE SU VIDA,Grupo Frontera,8/3/23,DGA062382895,171,115.9,"474,590,289","24,891","25,915,889",78,"577,930,708","1,569,516","136,500","32,754,141","509,287,649","1,484,713,132",27,"15,783",215,22,"2,762,020",27,"44,676,754","9,094","774,895","1,173,817",,0,,
About Damn Time,About Damn Time,Lizzo,4/14/22,USAT22202139,172,115.6,"847,025,688","104,052","47,808,065",66,"106,024,874","1,080,393","3,030,761","1,522,267,606","15,665,483,220","22,274,346",215,"1,024,138","2,826",143,"1,456,203",4,,,,"5,445,721",,1,,
Closer,Closer,The Chainsmokers,7/29/16,USQX91601347,173,114.6,"2,880,536,961","285,381","129,399,627",80,"4,086,121,880","22,091,228","1,103,074","100,536,756","514,053,404","467,800,052",385,"316,965",467,284,"838,570",78,"819,509,308","739,296",,"16,185,008",,0,,
FLOWER,ME,JISOO,3/31/23,KRA402300002,174,114.3,"440,364,356","26,107","15,314,737",70,"525,156,884","10,820,829","3,411,209","550,993,898","6,724,997,940","68,869,541",33,"11,830",92,6,"26,844",35,"1,335,366","3,263",,"1,058,579",,0,,
PERRO NEGRO,nadie sabe lo que va a pasar maï¿½ï¿,Bad Bunny,10/13/23,QMFME2364199,175,114.2,"689,181,455","61,138","90,492,257",83,"183,381,482","738,123","213,300","49,332,435","487,440,417","546,833,520",67,"32,507",175,51,"13,729,294",44,"14,039,085","3,684","2,473,108","930,098",,1,,
LUNA,FERXXOCALIPSIS,Feid,12/1/23,USUM72318216,178,112.6,"606,124,553","40,628","139,802,900",86,"166,363,445","1,019,744","14,519","5,128,004","29,601,244","476,273,095",80,"51,631",170,64,"14,011,480",31,"1,550,124","1,179",,"1,704,574",,0,,
Bones,Bones,Imagine Dragons,3/11/22,USUM72201759,180,112,"1,227,475,431","180,053","70,861,210",78,"584,854,654","6,691,488","341,199","191,133,207","2,255,843,288","3,064,084,870",94,"305,868","1,789",47,"1,718,874",67,"124,506,820","66,190",,"7,031,981",,0,,
Selfish,Selfish,Justin Timberlake,1/25/24,USRC12400001,181,111.8,"92,932,220","8,847","31,258,778",,"42,581,931","513,055",,,,"1,607,922,581",73,"232,736",18,75,"12,673,906",43,"28,794,637","6,080","64,503","1,440,935",,0,,
golden hour,golden hour,JVKE,7/15/22,GBKPL2204171,183,111.4,"1,126,986,320","200,887","45,885,823",73,"293,553,015","5,388,022","461,623","313,934,124","2,305,840,359","2,451,087,344",77,"148,360",719,22,"379,311",35,"32,611,885","64,225","14,112,455","3,897,680",,0,,
Get It Sexyy,Get It Sexyy,Sexyy Red,3/15/24,QZSYP2454435,185,111.1,"89,362,910","7,377","70,714,216",84,"37,676,729","525,264","361,700","71,058,620","476,545,000","126,493,852",52,"52,534",976,4,"57,534",58,"10,234,988","14,251","2,263,132","514,293",,1,,
Ojitos Lindos,Un Verano Sin Ti,Bad Bunny,5/6/22,QM6MZ2214888,188,110.7,"1,421,763,497","152,592","62,313,059",78,"945,857,087","5,587,691","179,400","14,518,451","225,142,753","171,156,518",91,"72,953",191,42,"6,938,988",49,"57,148,186","17,651",,"3,087,489",,0,,
Stargazing,Stargazing,Myles Smith,5/10/24,GBARL2400510,191,109.8,"106,599,323","9,406","164,949,597",87,"10,331,471","167,936",,"279,000","4,700,000","38,232,470",120,"11,172",14,93,"14,817,504",109,"3,667,355",548,"990,796",,,0,,
What You Know Bout Love,Shoot For The Stars Aim For The Moon,Pop Smoke,7/3/20,USUM72013339,193,109.5,"1,125,681,368","251,023","32,574,699",72,"306,628,096","3,322,075","5,487,112","345,484,397","2,775,640,343","258,709,304",119,"372,838",744,21,"94,686",22,"224,742,683","79,225","70,901,053","3,908,069",,1,,
Memories,Memories,Maroon 5,9/20/19,USUM71913350,194,109.3,"2,011,072,164","222,804","49,920,599",77,"1,290,292,327","11,720,744","2,377,898","155,233,360","1,458,416,059","2,403,585,054",268,"765,565",403,445,"1,033,541",50,"403,824,864","253,642",,"14,241,952",,0,,
Whatever,Whatever,Kygo,1/19/24,USRC12302637,196,109,"222,354,971","17,551","159,961,203",83,"45,439,562","522,558",,,,"1,880,782,257",111,"191,358",278,171,"32,320,584",109,"10,225,886",568,,"1,421,900",,0,,
Whatever She Wants,Whatever She Wants,Bryson Tiller,2/13/24,USRC12400299,197,108.4,"207,093,873","23,181","114,051,028",87,"19,787,472","254,004","67,400","22,398,663","298,300,000","320,540,886",61,"5,477",577,31,"1,483,573",65,"6,895,257","6,101","13,917,600",,,1,,
Without Me,Without Me,Halsey,10/4/18,USUM71813499,200,107.4,"2,042,792,456","198,888","69,311,277",75,"2,018,089,906","20,528,541","3,897,257","208,270,183","2,216,715,741","2,352,917,415",180,"320,792",300,69,"646,681",89,"562,568,504","360,183","24,711,739","14,816,076",,1,,
meet the grahams,meet the grahams,Kendrick Lamar,5/3/24,USUG12400909,201,107.3,"65,520,394","8,933","15,896,982",,"36,834,647","1,700,363",,"1,542,400","7,700,000","127,419,599",13,275,,7,"397,856",22,"1,062,564","2,314","1,683,570","185,009",,1,,
Shallow,Shallow,Lady Gaga,9/27/18,USUM71813192,204,106.9,"2,447,973,078","221,822","90,174,192",78,"2,732,311,956","15,274,815","52,698","11,103,476","168,789,459","2,310,840,501",261,"228,874",135,158,"1,551,217",95,"387,105,091","651,760","1,196,386","153,863",,0,,
Thunder,Thunder,Imagine Dragons,4/27/17,USUM71704167,203,106.9,"2,384,768,901","244,951","88,329,475",79,"2,707,166,590","16,780,231","1,839,173","79,131,934","906,537,912","222,980,374",225,"273,249",509,226,"1,148,532",43,"688,060,560","1,104,391",,"13,844,050",,0,,
Rush,Rush,Ayra Starr,9/16/22,NGA3B2216004,205,106.4,"371,886,608","98,009","19,411,516",67,"361,174,452","1,904,397","3,035,139","98,505,939","1,454,848,289","269,311,214",162,"85,871",230,47,"2,772,886",67,"10,681,624","3,972","9,245,741","8,870,769",,0,,
abcdefu,abcdefu,GAYLE,8/13/21,USAT22103652,206,106.2,"1,128,273,165","193,857","61,311,826",70,"499,895,662","6,801,671","2,167,302","1,127,247,971","12,414,681,151","3,366,280,433",209,"470,778","1,509",79,"4,946,332",45,"154,675,499","105,068",,"7,565,502",,1,,
Buga,Buga,Kizz Daniel,5/3/22,USUYG1425645,208,105.8,"86,516,910","30,835","3,440,925",57,"266,679,537","1,536,035","10,289,181","119,876,546","1,872,751,535","29,657,775",51,"13,698",,9,"580,760",19,"7,380,862","2,596",,"3,876,226",,0,,
Bad Habit,Bad Habit,Steve Lacy,6/29/22,USRC12201440,207,105.8,"1,087,938,471","220,515","63,054,597",73,"147,472,695","2,050,299","902,163","360,938,850","2,783,442,788","2,111,662,944",132,"2,962","1,461",69,"3,999,785",58,"13,639,179","45,788","26,683,563","4,118,983",,1,,
MONEY,LALISA,LISA,9/10/21,KRA402100099,210,105.5,"1,189,335,848","103,236","33,637,835",73,"1,323,718,887","20,328,622","3,707,867","1,292,738,947","12,516,703,531","1,203,702,704",54,"29,685",461,29,"484,446",25,"4,765,438","18,921",,"3,720,737",,1,,
Columbia,Columbia,Quevedo,7/7/23,BK4DA2310533,209,105.5,"721,002,940","84,161","56,226,278",79,"266,411,536","1,343,262","372,100","71,411,756","752,868,970","535,715,103",47,"51,158",44,39,"1,537,049",64,"260,176","1,269","120,842","1,148,958",,0,,
LADY GAGA,LADY GAGA,Peso Pluma,6/22/23,QM7282306246,212,105.2,"684,204,777","48,370","25,130,304",78,"362,779,953","1,617,493","777,100","112,400,175","1,207,597,707","297,822,969",51,"4,811",27,22,"13,901,598",32,"21,933,646","13,520","5,928,532","1,567,605",,1,,
Woman,Planet Her,Doja Cat,6/25/21,USRC12101532,211,105.2,"1,606,950,381","217,443","95,985,096",78,"641,326,002","7,454,749","2,148,350","795,146,493","5,944,657,895","3,148,985,028",217,"414,829","1,849",84,"3,363,038",42,"64,368,314","44,396",,"5,907,933",,1,,
CUFF IT,RENAISSANCE,Beyoncï¿,7/29/22,USSM12206232,213,104.9,"795,960,535","100,204","68,659,216",73,"176,996,169","1,606,296","2,762,888","945,005,125","11,215,597,325","251,341,543",182,"481,547",818,108,"3,025,424",142,"41,249,326","32,516",,"3,861,203",,1,,
KING KONG,KING KONG,TREASURE,5/28/24,KRA402400030,214,104.5,"8,078,265",207,"12,311,489",68,"44,927,750","931,230",,,,,10,70,,5,572,25,"6,554",4,,"12,404",,0,,
How You Like That,How You Like That,BLACKPINK,6/25/20,KRA402000111,215,104.5,"1,033,109,188","82,170","21,177,170",68,"1,584,676,582","29,210,301","10,007,464","628,046,798","7,988,463,856","328,047,537",96,"36,043",37,34,"130,559",46,"8,108,765","42,199",,"3,461,123",,0,,
Milf Song,Milf Song,The Puddleducks,8/19/22,QZMEP2285895,216,104.5,"1,165,982","1,176","23,110",28,"1,704,936,540","3,631,067","1,865","1,476,436","7,758,599","1,318,392",,1,,,,,,,,"1,261",,0,,
Nasty,Nasty,Tinashe,4/12/24,USLD91757578,217,104.4,"31,612,906","3,887","106,475,497",76,"6,277,949","171,470","535,464","171,691,158","1,051,026,401",480,38,"1,638",13,3,"153,459",69,"154,795","1,095","3,832,811","336,779",,0,,
Panda,Panda,Desiigner,2/26/16,USUM71601094,219,104.2,"1,181,348,550","170,002","34,000,497",62,"2,277,330,940","22,334,292","3,823,774","33,020,704","283,835,852","190,757,316",245,"22,143",113,63,"559,832",14,"375,337,428","1,442,436","212,661,473","10,372,624",,1,,
Push Ups,Push Ups,Drake,4/19/24,USUG12402283,220,103.9,"107,762,230","14,601","74,447,627",,"14,792,036","301,396",,,,"26,026,257",42,157,6,12,"1,162,053",54,"5,661,793","2,749","3,092,295","432,776",,1,,
Tattoo,Tattoo,Loreen,2/25/23,SEUM72201638,221,103.9,"518,846,340","83,033","48,268,736",77,"348,331,280","3,205,077","236,349","68,936,229","718,955,243","800,667,085",113,"216,701",,66,"2,861,624",54,"334,813","3,599",,"7,777,679",,0,,
Gata Only,Gata Only - Single,FloyyMenor,12/21/23,QZNN22329474,224,103.1,"4,674,619","1,841","61,398",,"108,313,521","990,782","2,200,000","35,324,159","391,444,977","1,286,981",,1,,,,,,,,,,0,,
Illusion,Illusion,Dua Lipa,4/11/24,GBAHT2400114,225,103.1,"108,501,771","7,430","117,576,704",12,"3,947,610","60,459","3,584","4,057","38,200","165,475,383",113,"90,842",66,74,"4,720,248",75,"5,866,019",522,,"437,667",,1,,
drivers license,drivers license,Olivia Rodrigo,1/8/21,USUG12004749,226,102.9,"2,184,754,018","250,778","70,173,770",79,"984,811,734","18,682,671","1,365,848","617,386,471","3,781,894,216","642,666,612",347,"4,173",272,214,"1,182,092",72,"77,733,001","230,402",,"11,006,064",,1,,
Used To Be Young,Endless Summer Vacation,Miley Cyrus,8/18/23,USSM12306461,227,102.4,"205,468,104","30,639","39,407,660",69,"61,624,959","1,364,492","67,350","33,519,594","503,074,793","1,819,751,244",97,"419,595",266,64,"1,571,733",62,"55,443,800","10,442","111,534","1,999,859",,0,,
How Sweet,How Sweet,NewJeans,5/24/24,USA2P2414843,228,102.3,"33,595,707","1,940","36,883,184",79,"40,327,759","965,652",,,,"164,750,613",58,734,2,8,"835,757",62,"63,815",100,"114,956","44,878",,0,,
Players,Players,Coi Leray,11/30/22,USUM72222387,230,101.8,"465,588,517","91,658","60,607,887",67,"109,781,672","1,706,148","1,456,347","477,814,190","4,784,803,362","383,354,491",110,"453,212","7,098",42,"843,815",63,"37,137,946","16,871",,"5,620,077",,1,,
Lil Somethin Somethin,Lil Somethin Somethin,Vayah,3/11/23,QZDA72340256,232,101.5,"11,648",6,"2,392",,"1,175,875,850","1,505,556",,,,"1,318,392",,26,,,,,,,,16,,1,,
Con Calma,Con Calma,Daddy Yankee,1/24/19,US2BU1900125,236,101.4,"1,353,028,938","160,122","52,701,166",73,"3,207,187,334","16,913,257","1,190,870","26,028,684","319,615,777","709,817,334",184,"93,382",363,87,"1,544,771",46,"136,354,917","69,412",,"13,340,067",,0,,
Here With Me,Here With Me,d4vd,7/20/22,QZMEM2209263,234,101.4,"1,042,311,849","154,178","58,833,842",80,"256,736,243","2,649,848","2,321,933","467,461,517","3,656,967,030","313,752,369",79,"18,211",111,48,"636,981",41,"4,556,490","10,111","15,609,794","3,315,939",,0,,
Favorite Song,Favorite Song,Toosii,2/17/23,USUM72301797,235,101.4,"186,579,651","45,668","6,252,506",62,"231,699,320","1,670,867","249,537","11,127,302","117,325,107","533,205,544",43,"200,850",717,4,"290,227",9,"111,316,408","71,027","25,797,478","2,561,322",,0,,
Si No Quieres No,Si No Quieres No - Single,Luis R Conriquez,3/9/24,US3DF2417042,233,101.4,"158,131,138","5,423","71,590,238",85,"135,893,150","889,014","142,300","14,500","147,200","134,369,232",34,8,3,8,"2,319,237",15,"5,439,215","3,601",,"833,928",,0,,
Mele Kalikimaka,"Essential Classics, Vol. 166: Bing Crosby",Bing Crosby,6/5/24,ES31E2401197,237,101.3,"186,123,398",52,"50,069",,,,,,,,,,,,,,,,,,,0,,
Voz Emplumada del Monte,Voz Emplumada - EP,Biomigrant,3/3/23,QZ5FN2369288,239,100.3,"42,761",80,"1,636",16,"1,138,846,819","2,113,492",,,,,,5,,,,,,,,449,,0,,
Glimpse of Us,Glimpse of Us,Joji,6/10/22,USWB12201789,242,99.8,"1,262,308,912","234,936","83,890,841",74,"66,246,839","2,067,331","865,354","1,031,153,514","8,988,453,878","4,898,615,770",97,"116,337",620,40,"2,380,981",45,"9,562,991","17,436","12,895,440","4,350,230",,0,,
Watermelon Sugar,Watermelon Sugar,Harry Styles,11/17/19,USSM11912587,243,99.7,"2,708,151,499","298,135","159,003,869",82,"872,052,223","11,269,126","1,375,118","301,076,974","2,738,127,473","2,170,262,684",554,"647,363",914,557,"4,404,589",101,"133,633,509","253,839",,"9,612,968",,0,,
Praise Jah In The Moonlight,Praise Jah In the Moonlight - Single,YG Marley,12/27/23,CH7811111177,245,98.5,"298,853,393","50,137","43,508,958",70,"112,961,806","2,336,117",,"64,504,808","928,812,348","366,430,788",63,4,6,43,"5,691,935",43,"2,135,934","8,861",,,,1,,
WHERE SHE GOES,WHERE SHE GOES,Bad Bunny,5/18/23,QM6P42334528,246,98.4,"717,849,037","98,440","37,797,217",72,"217,687,654","1,929,598","308,670","85,402,638","808,518,802","47,337,825",126,"57,673",125,35,"1,416,698",41,,,"4,037,512","2,076,698",,1,,
THATS WHAT I WANT,MONTERO,Lil Nas X,9/17/21,USSM12105732,248,98,"1,062,095,453","165,197","75,503,476",72,"194,928,107","3,281,325","1,174,669","331,324,816","3,501,946,982","3,618,055,498",156,"830,038","2,344",83,"2,949,606",46,"54,997,089","27,977","12,581,843","5,957,065",,1,,
Todo De Ti,Todo De Ti,Rauw Alejandro,5/20/21,USSD12100202,249,98,"1,339,352,060","188,874","76,063,128",75,"873,449,363","6,108,611","3,247,015","488,004,183","4,445,597,088","1,866,730,745",208,"102,968",295,68,"4,468,373",79,"58,740,730","23,062",,"5,640,680",,1,,
Chemical,Chemical,Post Malone,4/14/23,USUM72305205,250,97.6,"503,574,147","79,679","43,648,353",75,"90,349,145","902,237","20,078","8,878,995","134,469,226","476,594,485",94,"369,794",678,35,"564,291",45,"41,533,233","7,841","3,201,843","2,334,089",,1,,
Shooting Star,Kep1going On,Kep1er,6/3/24,KRA492400678,253,97.3,"1,534,062",193,"3,187,862",,"28,023,956","185,464",,,,,5,45,,,,18,669,2,,"8,916",,0,,
Uptown Funk,Full Circle: The Live Anthology,Mark Ronson,11/20/11,GBARL1401524,254,97.1,"1,993,030,264","256,764","149,909,699",77,"5,644,117,304","24,960,395","274,381","98,429,039","1,268,235,679","1,997,821,697",507,"160,982",366,308,"2,956,482",137,"994,708,599","2,280,901",,"23,508,115",,1,,
Mi Gente,Mi Gente,J Balvin,6/30/17,FR22F1701790,257,96.4,"1,478,442,472","189,504","45,240,294",69,"3,859,031,931","22,147,063","163,477","67,021,310","1,018,060,369","398,243,753",291,"45,875",,98,"937,524",94,"334,219,832","312,657",,"19,858,741",,0,,
Late Night Talking,Harry's House,Harry Styles,5/20/22,USSM12200610,258,96.4,"959,639,297","108,806","62,563,751",76,"151,113,156","2,809,492","101,923","64,491,271","580,526,441","3,350,044,035",153,"837,037","2,290",96,"9,426,291",50,"68,783,337","10,636",,"4,053,289",,0,,
Miss You,Miss You,Oliver Tree,8/5/22,USAT22211992,261,96.2,"631,378,937","165,883","38,563,849",51,"32,628,348","615,240","1,905,732","363,515,584","5,776,425,361","13,558,530",75,"152,103",1,49,"893,762",19,,,"16,382,616","7,602,822",,1,,
Yummy Fruits and Vegetables,Yummy Fruits and Vegetables,D Billions,10/20/20,AEA0D2036458,259,96.2,"2,300,838",543,"19,016",35,"3,060,919,074","6,319,360","1,690","50,237","4,527,607",,,,,,,,,,,"16,965",,0,,
Dakiti,Dakiti,Bad Bunny,1/1/20,QMFME2004132,262,96.1,"1,977,947,460","245,685","56,430,031",72,"1,861,597,184","10,999,677","21,703","1,119,576","21,573,356","724,908,300",265,"202,804",241,97,"3,921,489",72,"152,205,131","46,748",,"6,091,496",,1,,
Starboy,Starboy,The Weeknd,9/22/16,USUG11600976,265,95.7,"3,291,262,413","366,133","98,022,646",84,"2,829,990,867","14,968,547","262,780","52,707,882","375,498,232","218,584,786",341,"68,441",148,118,"875,683",67,"331,295,154","418,888","23,612,071","15,648,166",,1,,
Sorry,Sorry,Justin Bieber,10/23/15,USUM71516760,264,95.7,"2,089,476,497","179,545","89,286,647",78,"4,467,507,940","22,464,625","2,463,600","48,687,438","376,376,728","1,959,373,484",401,"237,066",402,161,"1,631,997",85,"420,093,148","519,614","475,010","9,657,077",,0,,
Calling My Phone,Calling My Phone,Lil Tjay,2/12/21,USSM12100388,263,95.7,"777,064,903","213,153","29,437,172",71,"482,028,631","5,431,785","1,378,861","181,697,356","1,411,545,704","326,289,844",118,"147,120",117,33,"263,058",33,"105,932,632","53,956","69,864,802","4,012,749",,1,,
Pink Venom,Pink Venom,BLACKPINK,8/19/22,KRA402200017,266,95.6,"736,469,450","48,251","22,817,940",68,"868,589,823","16,834,955","1,833,169","587,311,863","5,828,265,172","3,169,887,749",43,"47,080",406,20,"202,141",40,"6,401,599","10,275",,"1,547,563",,0,,
I Can Do It With a Broken Heart,THE TORTURED POETS DEPARTMENT,Taylor Swift,4/18/24,USUG12401040,267,95,"250,430,303","7,079","134,357,870",84,"16,747,466","251,549","148,000","52,156,902","411,722,900","45,283,900",72,"6,243",2,37,"8,927,842",76,"5,771,611","11,920",,"188,022",,1,,
California Gurls,Girl Power 2023,Katy Perry,9/19/23,USCA21001182,271,94.2,,,,,"4,534,591","47,967",,,,,,"69,675",,,,,"316,633,718","283,271",,,,0,,
Moscow Mule,Un Verano Sin Ti,Bad Bunny,5/6/22,QM6MZ2214875,272,94.1,"1,108,031,580","121,256","44,739,826",77,"765,780,154","4,700,638","222,100","106,783,326","940,630,746","719,730,500",104,"74,052",113,30,"7,198,424",58,"41,077,827","11,906","9,615,729","1,644,044",,1,,
Something Just Like This,Something Just Like This,The Chainsmokers,2/22/17,USQX91700278,273,94,"2,596,644,721","278,237","128,709,855",82,"2,822,804,239","15,242,846","350,848","80,813,727","631,258,708","277,516,825",315,"409,911",,420,"1,634,441",108,"588,568,899","197,928",,"16,040,973",,0,,
Moonlight,Moonlight,Kali Uchis,2/24/23,USUM72219486,275,93.1,"701,558,859","110,539","46,729,655",74,"209,195,939","2,284,142","594,413","173,483,893","1,114,531,877","31,989,285",67,"15,726",126,43,"1,632,541",44,"3,448,723","9,386","8,993,848","3,204,314",,0,,
Sunroof,Sunroof,Nicky Youre,11/26/21,QM24S2107064,279,92.3,"879,708,559","44,652","23,104,189",12,"74,610,328","807,333","11,172,130","1,672,193,890","22,086,963,233",,2,,"1,073",1,"11,899",,,,"6,305,169",,,0,,
MY EYES,UTOPIA,Travis Scott,7/28/23,USSM12305007,281,91.9,"403,132,906","103,255","13,549,357",78,"42,319,491","564,712","8,436","16,565,594","139,973,656","2,150",37,417,,12,"403,386",6,"517,355","3,385","10,105,167","1,911,147",,1,,
WORK,GOLDEN HOUR : Part.1,ATEEZ,5/31/24,KRD442400011,282,91.7,"10,135,326",678,"14,542,753",31,"29,271,837","586,888",,,,"30,784",13,158,,7,"18,929",41,"102,486",119,566,"25,958",,0,,
Ghost,Justice,Justin Bieber,3/19/21,USUM72102635,283,91.5,"1,586,830,204","151,923","73,574,395",80,"476,319,277","4,622,504","797,409","122,390,348","1,180,485,094","2,976,186,938",119,"844,492","3,180",114,"303,462",49,"129,493,114","54,497",,"4,413,143",,0,,
Dior,Meet The Woo,Pop Smoke,7/26/19,USUM71914275,285,91.4,"1,070,422,470","294,539","47,391,658",72,"909,072,115","7,522,969","1,447,194","119,978,916","1,077,344,517","3,659,504",132,"82,158",53,38,"316,666",11,"55,282,282","69,945","103,490,551","4,711,998",,1,,
